model,metric,split,size,value
Ensemble,mae,cross,0.3,9.898877530653792
Ensemble,rmse,cross,0.3,10.832323362299135
LinReg,mae,test,0.4,2.776831424025687
LinReg,rmse,test,0.4,4.207377079110572
LinReg,mae,cross,0.4,8.994209891644147
LinReg,rmse,cross,0.4,10.066353225899448
ANN,mae,test,0.4,2.7117691040039062
ANN,rmse,test,0.4,5.132550224481761
ANN,mae,cross,0.4,7.7715301513671875
ANN,rmse,cross,0.4,7.937603158872223
IDW,mae,test,0.4,0.6703422438118878
IDW,rmse,test,0.4,3.0129694524241053
IDW,mae,cross,0.4,11.57161946330696
IDW,rmse,cross,0.4,11.959221504090856
Kriging,mae,test,0.4,1.9999999999992895
Kriging,rmse,test,0.4,4.080762129737004
Kriging,mae,cross,0.4,11.828502132381018
Kriging,rmse,cross,0.4,12.361665101626455
Ensemble,mae,test,0.4,0.823747556916544
Ensemble,rmse,test,0.4,2.6257512140779227
Ensemble,mae,cross,0.4,10.906827255507508
Ensemble,rmse,cross,0.4,11.377409423756642
LinReg,mae,test,0.5,2.7266916355509565
LinReg,rmse,test,0.5,4.270956665139845
LinReg,mae,cross,0.5,8.869728557575542
LinReg,rmse,cross,0.5,9.963232983468084
ANN,mae,test,0.5,2.606792449951172
ANN,rmse,test,0.5,4.089833137760592
ANN,mae,cross,0.5,2.5679473876953125
ANN,rmse,cross,0.5,6.028389084527303
IDW,mae,test,0.5,0.8523232778256968
IDW,rmse,test,0.5,2.9521138932092668
IDW,mae,cross,0.5,11.545530195631287
IDW,rmse,cross,0.5,11.977726983589262
Kriging,mae,test,0.5,2.047846074558734
Kriging,rmse,test,0.5,4.119756026347742
Kriging,mae,cross,0.5,11.632145557900202
Kriging,rmse,cross,0.5,12.329335717179907
Ensemble,mae,test,0.5,1.1586231667228901
Ensemble,rmse,test,0.5,2.717291517334105
Ensemble,mae,cross,0.5,11.85336953759888
Ensemble,rmse,cross,0.5,12.160150870986435
LinReg,mae,test,0.1,2.652322143722145
LinReg,rmse,test,0.1,4.7029180997475954
LinReg,mae,cross,0.1,8.971189200211384
